Load (kN),Torque (Nm),Vibration RMS (mm/s),Temperature (°C),Wear (mm),Lubrication Index,Efficiency (%),Cycles in Use,RUL (cycles)
65.5,242.61,7.312,96.56,0.479,0.6695,92.11,15354,40964
40.15,178.55,4.356,83.65,0.2321,0.712,93.9,12838,74022
38.55,151.94,12.457,99.15,1.7223,0.0954,85.9,100000,20
27.11,74.59,4.729,75.19,0.2962,0.6047,94.05,20366,74998
66.99,263.55,5.525,85.89,0.2312,0.9683,93.74,7875,72539
43.57,171.59,7.018,95.8,0.8907,0.6472,89.75,36461,13115
65.8,251.1,3.694,82.21,0.1032,0.9909,94.43,3407,84738
52.1,180.45,14.131,119.35,2.347,0.0788,81.95,100000,0
45.77,174.94,5.307,78.1,0.3095,0.7648,93.79,16010,66358
47.93,159.17,2.896,79.19,0.1898,1.0,93.64,9393,78787
41.89,137.62,3.387,80.94,0.4558,0.8959,93.2,22189,60529
39.76,117.05,2.406,69.66,0.0721,0.9567,94.77,4050,87324
30.61,95.25,7.895,81.12,0.8915,0.5481,90.77,52847,22861
14.72,70.21,2.439,59.54,0.0897,0.8021,94.74,12788,86790
73.76,270.84,5.82,98.51,0.347,0.8083,91.12,12144,50627
42.42,153.34,6.073,79.95,0.5832,0.7605,92.67,25976,48996
38.36,97.59,6.588,92.47,0.7962,0.4703,90.86,42905,10809
25.42,111.36,4.59,72.05,0.2123,0.8142,94.46,22216,78328
42.59,187.58,11.497,106.14,1.7403,0.223,84.88,100000,0
63.03,207.51,4.23,80.99,0.1041,0.9427,93.56,3932,82109
27.55,148.36,5.597,79.98,0.3771,0.5411,92.39,25336,68845
57.97,214.25,10.897,95.92,1.7606,0.3404,86.79,68839,311
44.64,176.06,7.979,91.44,1.0242,0.4579,88.93,41265,216
52.06,181.39,7.223,90.62,0.9693,0.6044,90.28,49256,0
58.16,202.07,4.002,82.13,0.161,0.902,93.9,5200,80324
35.0,128.77,4.858,63.12,0.0765,0.9425,95.99,4955,85635
49.28,162.99,5.759,83.58,0.5077,0.5833,93.77,18617,48723
40.82,150.69,4.528,66.05,0.0222,0.7933,95.9,943,88885
76.68,290.81,5.982,86.0,0.3166,0.8273,93.09,8735,60717
72.1,268.23,9.068,97.27,1.5934,0.5632,87.83,40453,0
59.83,217.06,7.191,93.03,0.7808,0.5547,90.92,31323,865
47.58,198.07,4.059,67.7,0.1152,1.0,95.3,6102,82887
41.77,162.01,10.461,98.9,1.6248,0.4164,86.27,70522,185
44.63,182.94,4.238,80.42,0.4405,0.7807,92.83,18221,61871
66.58,204.61,12.907,97.5,2.0642,0.2992,84.85,77087,0
47.71,183.53,5.134,88.11,0.5098,0.7436,92.16,20702,51443
57.03,224.92,5.466,82.42,0.6689,0.796,92.47,22338,31889
45.22,172.12,6.903,79.97,0.884,0.4881,92.03,44651,517
42.26,153.2,4.744,73.21,0.3,0.8025,93.85,14602,71040
53.97,231.07,4.353,84.21,0.1813,0.8846,93.77,5821,80284
36.59,115.75,4.562,69.31,0.2185,0.8488,94.62,13108,77165
38.98,141.21,4.285,68.94,0.2961,0.8241,94.66,17211,70783
46.81,197.05,4.067,82.62,0.4599,0.7921,93.56,18613,58718
59.23,242.41,9.73,103.94,1.8863,0.4846,85.47,56253,13
52.73,204.45,1.798,72.17,0.0651,1.0,95.87,2211,86915
21.37,109.25,3.225,67.59,0.1249,0.8131,96.53,12373,85540
47.86,200.93,3.858,72.41,0.3656,0.8441,93.85,15626,64973
24.06,98.36,2.553,56.3,0.0668,0.7774,96.2,5161,88133
29.48,110.01,4.991,79.15,0.2885,0.6202,94.05,20533,73737
58.91,233.96,13.723,107.36,2.2235,0.3604,83.23,74673,277
64.8,264.15,13.631,91.1,2.7546,0.5044,82.56,82029,99
57.24,218.42,4.692,78.69,0.2666,0.9033,93.53,10108,70837
55.41,213.22,3.834,75.96,0.1132,0.9261,94.87,4273,83085
32.21,145.36,2.913,59.69,0.2842,0.858,95.7,16499,77086
13.7,51.37,7.513,91.32,0.6625,0.1685,90.83,100000,49901
14.28,85.87,2.652,69.29,0.0296,0.7822,96.69,4761,89028
37.98,134.93,5.436,69.99,0.4405,0.7819,93.83,27864,56733
58.43,223.02,3.414,81.71,0.107,0.9173,93.57,4046,83161
50.55,197.12,4.43,89.61,0.4484,0.8547,91.45,18504,56281
63.08,227.85,1.287,77.74,0.0437,0.9322,94.98,1614,87242
51.71,177.45,3.923,77.37,0.0554,0.9702,95.16,2400,87686
70.54,241.73,4.861,91.63,0.4925,0.8295,90.77,14331,43594
61.93,227.29,6.43,87.51,1.0569,0.5914,89.61,30484,684
37.14,124.73,3.742,67.91,0.1595,0.7549,94.64,10463,80473
23.18,82.65,3.741,71.99,0.1262,0.763,94.95,12115,84444
82.6,315.94,4.59,85.76,0.2142,0.9221,93.65,5030,73806
70.55,281.06,6.658,94.35,0.6053,0.7093,90.43,18842,18998
51.06,199.94,2.868,70.77,0.2005,0.9554,94.14,8845,77941
48.67,202.72,8.32,87.28,1.0577,0.4269,89.0,58197,150
62.23,230.83,15.16,103.08,2.9557,0.263,80.85,86476,363
54.95,209.28,5.583,94.58,0.7974,0.6886,89.2,33194,14
33.32,110.5,3.038,65.01,0.0402,0.9083,96.32,2276,88466
35.21,122.7,3.793,71.43,0.2124,0.776,93.9,11322,80468
62.1,210.88,13.293,108.29,2.4401,0.178,82.58,100000,211
8.0,40.0,5.156,83.3,0.1764,0.4836,92.67,43329,85730
64.49,232.24,5.868,84.26,0.2173,0.9501,94.01,8029,73054
52.09,193.87,6.749,85.9,0.9148,0.5016,91.18,46473,322
15.3,88.11,5.137,70.07,0.1848,0.6793,94.36,30355,82352
42.96,154.37,3.607,71.17,0.1391,0.8092,94.57,5713,83070
74.48,302.42,15.873,113.4,2.992,0.3528,79.18,74151,0
63.74,226.34,6.042,90.15,0.2873,0.7357,92.37,10749,63037
63.7,231.87,11.009,94.36,1.7842,0.6068,85.94,51199,179
27.14,143.86,4.675,67.24,0.1516,0.7228,94.46,11937,82347
19.82,93.45,4.566,77.89,0.2742,0.4789,93.91,35069,72993
20.9,76.69,9.509,96.68,1.0603,0.0896,89.06,100000,777
56.79,229.78,4.764,81.31,0.0449,1.0,94.39,1943,86817
53.27,234.61,9.986,94.03,1.5283,0.537,86.98,55334,173
43.72,187.67,3.358,76.12,0.1375,1.0,94.19,7905,82136
46.07,165.72,5.457,86.29,0.6448,0.6801,92.1,26612,36536
55.36,186.53,10.024,84.43,1.5938,0.4929,89.24,55356,0
28.11,69.9,7.698,87.81,0.448,0.5312,92.21,30620,63195
34.77,144.78,4.1,62.49,0.2424,0.9664,96.19,13143,79471
56.74,234.49,1.249,72.78,0.0236,1.0,95.16,859,89186
47.12,167.76,4.975,81.27,0.3459,0.7467,93.71,15370,64949
53.65,207.24,3.248,71.4,0.091,0.9732,94.89,4049,85131
46.0,181.45,10.966,101.47,1.9094,0.2318,83.93,100000,500
56.49,195.14,5.969,69.3,0.2036,0.9666,93.7,7017,78875
43.12,141.84,2.71,70.77,0.0557,0.9751,94.94,3357,87128
39.54,148.48,6.532,81.24,0.7031,0.6743,91.69,44588,17414
42.44,156.94,2.941,65.0,0.0275,1.0,96.01,1632,87954
35.98,136.01,4.028,80.62,0.329,0.7694,94.18,17097,71978
36.68,177.04,1.129,70.31,0.1206,0.9779,95.17,7346,84276
62.19,238.73,3.999,79.59,0.2559,0.885,93.73,10837,66879
17.27,57.34,2.013,55.81,0.0078,0.9425,95.75,1169,88968
8.0,40.0,3.135,64.03,0.0448,0.898,96.5,14481,89255
25.87,92.52,3.12,58.4,0.1557,0.9404,95.57,10398,85342
27.18,102.03,2.968,63.13,0.0345,1.0,95.66,3339,88310
25.79,94.11,6.09,87.21,0.3637,0.5283,92.81,36568,63145
58.85,229.19,4.462,96.7,0.3442,0.7238,91.62,11196,63417
38.91,146.91,10.812,104.76,1.9639,0.3438,85.3,94624,25
51.31,181.32,4.822,83.61,0.3874,0.7271,92.67,15771,59643
52.43,221.32,5.956,84.2,0.7047,0.6906,90.76,26189,23550
38.4,118.93,4.224,67.46,0.147,0.9988,94.93,7506,83734
56.02,229.3,8.298,96.09,1.391,0.509,87.79,46068,0
53.09,190.05,7.164,74.72,0.6121,0.6905,92.25,19964,41349
40.83,144.74,3.35,64.17,0.0674,0.9302,96.23,3050,87471
55.05,168.09,5.047,86.85,0.4597,0.8186,92.07,17263,53204
34.88,124.69,10.069,90.67,1.0875,0.2414,89.63,77722,170
23.18,83.69,6.183,79.62,0.5834,0.4949,92.05,45772,58048
27.07,119.27,3.723,59.06,0.0085,0.9239,96.56,644,90884
47.04,156.54,4.256,81.5,0.5646,0.7074,92.33,32263,28086
70.38,270.8,17.931,109.66,3.226,0.1128,79.29,100000,187
56.35,226.62,6.086,82.01,0.3735,0.7202,92.5,14589,57486
54.82,209.14,6.433,96.88,0.4573,0.6351,91.23,22325,35664
23.68,86.68,9.104,101.94,1.0147,0.1463,88.74,84140,291
25.57,103.6,6.177,79.82,0.5198,0.411,92.94,45910,51563
57.66,195.87,16.814,112.08,3.1037,0.1926,78.85,100000,377
56.52,211.0,4.518,83.82,0.4252,0.8371,93.31,19526,47316
54.33,203.24,5.649,77.02,0.3317,0.7965,92.11,15798,59196
23.68,100.32,1.986,61.75,0.1407,0.966,95.64,13021,85531
50.01,188.69,7.371,81.17,0.7387,0.6707,92.06,32510,11684
54.69,220.56,6.56,92.05,0.6002,0.6795,91.85,26099,23501
26.08,97.22,6.845,81.67,0.6313,0.4907,91.79,41865,52009
41.34,177.16,2.605,69.1,0.0962,0.9331,93.64,4594,85814
49.08,187.06,4.137,90.98,0.2191,0.8424,92.21,9630,75441
60.2,210.15,2.922,92.17,0.0721,0.8235,93.3,2093,86504
53.81,179.48,2.675,76.99,0.002,1.0,95.55,97,90017
65.65,243.65,5.736,93.16,0.2932,0.8156,92.8,10990,62917
34.54,113.45,2.42,56.09,0.1256,0.8564,95.77,8434,82443
35.03,110.94,5.85,79.71,0.5339,0.6129,91.75,38481,41692
36.53,120.39,2.167,71.38,0.0041,0.9499,95.59,222,89258
32.91,139.25,6.624,84.36,0.7295,0.5352,92.03,41466,33769
34.05,128.1,7.114,83.69,0.5286,0.5599,92.61,40492,40247
44.05,150.95,6.418,82.52,0.798,0.627,90.86,35654,15114
45.97,186.37,4.051,60.22,0.3393,0.899,94.55,19768,62110
33.7,138.62,3.205,56.24,0.0134,0.8944,96.78,798,89506
25.65,85.84,6.119,85.18,0.3183,0.5509,93.92,23027,74809
40.57,138.48,4.696,79.0,0.2583,0.7521,91.75,16436,70832
43.43,178.42,4.473,78.68,0.3696,0.7943,93.18,18710,63779
47.75,182.28,5.039,92.87,0.5116,0.7766,91.49,25193,44443
56.11,225.85,4.275,83.17,0.0238,0.9535,93.61,746,88402
32.64,112.6,6.267,93.87,0.5402,0.4609,91.6,35138,46275
57.47,230.25,5.17,85.62,0.6426,0.7774,92.12,19742,38184
51.82,185.38,7.633,95.36,0.8087,0.5542,90.42,30535,3823
63.84,240.3,4.623,92.56,0.5062,0.8692,91.33,16417,45123
48.69,186.83,3.283,69.61,0.2735,0.7801,95.2,10755,72820
62.28,239.47,8.823,93.17,1.1193,0.5873,88.65,33121,0
49.2,204.39,13.953,104.54,2.1539,0.2584,84.51,89949,0
65.95,239.56,9.886,93.52,1.9064,0.4843,86.21,55227,1070
28.75,88.22,2.825,63.13,0.0976,0.8507,96.0,5894,87258
12.82,40.0,2.931,53.81,0.0403,1.0,97.07,6596,89030
40.53,135.47,6.292,90.66,0.7479,0.4544,90.9,48763,0
78.92,305.08,6.733,96.07,0.5437,0.7819,90.7,18471,13241
49.72,181.81,6.642,80.42,0.477,0.827,92.5,18483,55779
49.49,186.33,3.735,77.38,0.1398,0.936,94.89,7596,79878
47.9,178.36,7.461,77.29,0.6516,0.7019,92.37,31764,23185
37.01,127.46,6.14,64.45,0.0756,0.7382,95.51,4541,85438
67.2,283.25,7.557,90.93,0.7876,0.722,91.77,21824,7170
50.93,195.83,2.707,82.16,0.0599,0.8848,94.01,2592,86593
83.26,312.93,9.059,100.78,1.1065,0.5075,88.33,27625,125
40.78,120.01,7.216,92.56,1.0584,0.3729,89.94,53490,0
76.84,312.08,3.529,70.84,0.1267,0.8795,94.44,4122,78040
51.44,198.66,4.68,76.04,0.0437,1.0,95.53,1499,89110
63.62,261.41,8.587,99.31,0.6422,0.6058,90.59,18101,27168
56.81,183.6,2.833,83.19,0.0908,1.0,94.37,2863,85338
44.58,179.86,4.954,70.02,0.8039,0.6674,91.95,37602,12492
50.45,192.62,4.001,80.59,0.0291,0.8984,94.74,999,88857
58.48,230.16,9.709,96.19,1.4616,0.4628,87.23,44802,602
51.63,149.74,3.483,65.86,0.1927,0.9622,95.23,7466,79087
55.84,214.86,2.925,79.33,0.1612,0.8445,93.0,5611,80348
51.77,219.15,8.507,92.97,1.1134,0.6018,88.05,38976,587
33.64,139.0,3.27,63.74,0.0579,0.9898,95.83,3788,85841
59.07,218.58,8.784,104.49,0.8174,0.4139,90.32,26339,0
45.06,168.49,4.464,74.09,0.3,0.7548,92.71,17537,64768
35.79,177.57,3.59,70.47,0.3955,0.8435,94.19,20819,68218
66.61,242.44,6.97,89.56,0.7383,0.7077,90.83,26171,0
30.97,125.59,6.058,80.7,0.193,0.7824,94.37,13744,79703
67.9,271.66,4.507,89.28,0.1723,0.8989,93.46,6078,75152
58.35,217.07,7.872,97.21,1.023,0.646,88.53,32429,237
38.38,144.99,6.851,75.81,0.253,0.7057,93.43,15285,72831
37.11,124.35,3.745,67.07,0.1112,0.8862,95.76,6398,84868
52.82,176.86,4.606,69.39,0.3292,0.9776,94.41,12629,69404
42.82,155.24,4.555,68.08,0.3926,0.878,94.05,17583,66567
57.34,203.15,9.115,86.71,1.2764,0.5011,87.98,40706,0
70.4,284.71,3.659,76.42,0.0755,1.0,93.84,2504,84829
55.32,239.31,2.152,72.44,0.0219,1.0,96.06,822,89131
55.34,200.64,6.985,100.1,0.9531,0.4777,89.68,43981,0
21.52,98.24,2.961,64.92,0.0038,1.0,94.85,310,90690
37.35,142.51,2.18,65.98,0.0383,1.0,95.12,2075,88297
42.61,141.61,9.812,99.15,1.5668,0.4783,86.65,73576,0
54.61,227.24,4.037,75.42,0.0489,0.9491,95.43,2309,86400
65.49,256.76,19.106,103.93,3.705,0.2299,77.48,100000,0
31.14,108.97,6.633,76.21,0.5553,0.6794,92.99,33943,55912
48.01,180.84,7.229,86.94,1.0135,0.5579,90.49,51896,646
40.57,166.19,3.488,83.58,0.2082,0.7342,92.82,12569,74806
44.06,152.25,6.113,77.95,0.523,0.6802,92.34,24414,48147
57.74,222.91,2.731,77.82,0.0556,1.0,94.29,2288,85939
64.48,233.29,13.602,110.78,2.6365,0.2675,81.1,82096,174
48.83,174.67,5.775,81.5,0.4524,0.6987,92.27,18072,54838
85.37,294.94,5.718,92.88,0.429,0.8045,91.89,9675,48596
40.26,158.06,4.382,69.32,0.0954,0.917,94.91,6277,85088
52.21,240.28,4.853,82.75,0.1699,0.8694,94.34,6333,79436
46.46,153.8,4.254,73.85,0.1626,0.8093,94.75,8090,78850
43.45,159.0,6.18,79.92,0.6334,0.6998,91.7,25980,44208
45.94,196.94,3.664,79.79,0.1834,0.8116,93.9,9669,77036
53.25,208.48,7.639,91.09,0.7658,0.5606,90.39,32178,138
43.67,157.25,2.68,72.08,0.1022,1.0,93.75,4869,84970
41.55,169.78,6.195,78.14,0.7838,0.7571,91.54,37064,25852
38.34,178.83,2.902,77.56,0.1674,0.9067,93.77,10098,81531
55.99,248.64,6.023,70.07,0.2829,0.8273,94.29,9218,71328
47.98,185.26,3.33,79.35,0.1813,0.8039,93.99,7641,78225
40.81,159.35,7.164,79.12,0.4143,0.5095,92.31,26114,48707
48.6,200.47,3.654,64.06,0.1203,0.9376,96.2,5238,84134
61.13,245.3,7.134,88.7,0.7581,0.7978,90.91,23201,18818
45.75,160.99,3.654,79.52,0.2103,0.8408,93.58,8771,78664
24.7,116.87,4.905,73.66,0.2348,0.6474,93.32,24519,77073
68.21,260.6,9.833,107.79,1.3479,0.4581,87.13,36823,0
45.04,158.56,12.717,105.79,2.1851,0.1982,83.7,100000,0
45.91,192.12,4.957,76.5,0.2659,0.8286,93.8,14378,69937
51.46,192.45,5.1,74.04,0.4226,0.8014,93.8,16839,57589
38.7,196.3,3.81,75.03,0.1051,0.7597,94.52,6597,83592
54.77,210.36,13.531,98.0,2.3761,0.1871,83.8,100000,330
35.7,143.59,4.102,68.53,0.0017,0.8777,95.9,105,90082
71.78,239.69,8.002,99.93,1.4504,0.5501,86.55,52410,675
32.3,158.04,5.51,77.63,0.2578,0.5517,93.72,20478,70006
44.55,167.61,3.996,71.78,0.2733,0.971,94.2,13654,74633
25.92,113.99,5.281,87.93,0.3068,0.6077,91.75,25370,72964
22.04,105.1,8.254,104.48,0.8228,0.2747,89.71,64976,33507
37.62,116.84,5.048,78.1,0.3519,0.7289,93.55,22808,63425
70.17,244.76,10.972,98.9,1.412,0.5207,87.95,45568,32
30.6,138.91,2.623,61.09,0.1061,1.0,95.61,7906,85633
8.0,50.93,5.744,80.07,0.2341,0.2892,92.35,73281,81591
70.72,253.83,6.19,100.49,0.7416,0.6561,89.91,24945,230
63.9,237.23,10.485,102.92,1.5669,0.4063,86.96,56193,1008
57.37,226.54,3.315,82.22,0.0521,0.9944,92.97,1732,87206
38.11,162.11,3.985,73.84,0.2435,0.8651,94.24,11239,79168
31.87,119.46,4.895,74.38,0.371,0.7641,93.9,20274,72003
47.85,185.82,2.088,69.27,0.0736,1.0,95.83,3806,85431
39.48,161.52,3.107,67.51,0.0433,1.0,95.13,2776,87714
34.37,142.02,4.252,76.87,0.0737,0.8831,94.11,4159,87001
44.74,156.94,4.278,74.58,0.3194,0.7343,94.17,17404,64496
66.81,271.27,9.459,101.37,1.8367,0.5396,85.57,47753,0
9.93,40.0,3.555,68.08,0.2523,0.6021,94.93,48359,83319
47.31,158.69,7.76,104.42,1.0527,0.4687,88.05,41758,0
37.89,130.78,8.507,81.36,0.8418,0.4972,90.8,45777,6921
36.43,116.8,4.812,86.37,0.0592,0.7959,93.64,3474,87324
54.45,199.86,3.206,69.8,0.2797,0.9903,94.24,12731,69197
52.11,203.76,8.393,85.77,0.9844,0.6349,89.39,34954,313
69.51,245.49,6.536,81.31,0.98,0.6989,89.94,26328,0
56.18,211.57,8.615,108.48,1.2688,0.3471,87.48,54371,132
34.22,155.84,6.797,85.01,0.5976,0.5564,91.89,33554,46344
50.39,200.66,4.67,88.73,0.5785,0.7045,90.55,23224,39202
34.04,144.68,5.658,93.57,0.6202,0.5719,90.59,39955,38584
47.55,146.8,7.245,90.62,0.9493,0.4897,89.73,53383,0
36.43,120.73,6.871,96.94,0.859,0.3518,90.09,47628,1192
34.49,142.83,4.047,83.47,0.4541,0.653,93.43,25183,61551
39.42,119.8,5.135,72.69,0.3227,0.7337,93.9,15187,72084
15.7,68.35,4.009,82.64,0.2415,0.4165,93.12,37619,78336
29.26,95.98,7.165,84.68,0.6194,0.3728,91.87,43782,40327
25.47,92.25,8.097,92.22,0.9215,0.4105,88.37,77043,8773
24.23,84.67,4.994,76.79,0.6913,0.4223,92.03,61655,37508
66.7,266.99,4.742,77.67,0.1395,0.8225,93.9,5584,77121
40.08,130.91,4.582,75.22,0.3882,0.7609,91.96,22204,61785
46.24,186.86,3.219,75.51,0.1244,0.9165,95.21,5891,84341
49.14,201.38,4.322,77.66,0.2852,0.8154,93.61,12183,70373
45.01,196.02,4.322,66.75,0.0276,1.0,95.73,1223,89030
22.64,87.3,4.411,64.54,0.2722,0.7297,94.92,25366,77807
30.94,91.41,2.62,62.09,0.2909,0.8845,95.35,17136,78436
47.04,192.98,12.853,95.94,2.2059,0.1739,84.24,100000,0
50.06,188.61,2.86,76.76,0.1971,0.9343,94.35,8869,77740
48.34,206.18,5.508,82.07,0.2185,0.7816,94.17,11633,72231
33.68,112.11,4.473,79.25,0.4727,0.7633,94.09,31820,57534
42.08,160.74,3.787,84.12,0.15,0.8608,93.95,6567,83773
58.18,223.07,15.437,108.17,3.1467,0.2105,80.08,100000,819
32.8,108.57,3.691,80.97,0.2839,0.6605,93.0,22755,68583
51.2,180.51,11.214,89.62,1.524,0.4003,87.48,51621,105
52.75,193.52,3.958,81.27,0.3991,0.6834,93.02,14239,59565
49.65,172.67,4.716,87.73,0.4519,0.7131,91.57,21347,48475
64.72,207.63,3.318,78.82,0.0505,0.8354,94.69,1759,86317
56.0,227.52,7.322,93.13,0.6511,0.7046,90.25,20249,35554
39.19,165.41,3.762,80.47,0.4217,0.7031,92.28,21961,60054
51.58,203.64,11.082,100.07,1.6545,0.4585,85.62,56296,0
55.34,196.73,13.985,83.76,2.0673,0.3424,86.33,67275,0
8.0,40.0,2.404,63.31,0.0168,0.8616,96.78,3807,89813
77.07,321.03,8.39,106.84,1.5374,0.6305,85.98,35916,0
38.75,156.6,3.276,76.25,0.0976,0.8619,95.28,4753,85061
42.89,156.27,5.14,80.56,0.2885,0.7041,93.07,14609,70534
58.15,212.41,3.765,87.66,0.1162,0.8884,92.94,3543,83665
25.77,73.09,4.398,69.62,0.24,0.8148,93.65,24482,76053
40.31,153.28,3.979,73.44,0.2015,0.8484,93.9,10761,78178
51.46,182.33,10.447,105.22,1.5431,0.3102,85.8,70835,0
28.22,127.15,4.584,73.5,0.2018,0.6917,94.52,16954,77969
56.45,254.8,7.039,87.36,0.4874,0.6474,91.06,19857,39303
21.61,91.57,2.905,70.07,0.0619,0.8457,95.36,5949,88399
42.4,145.76,3.374,82.92,0.3063,0.8787,93.24,18584,67649
22.58,67.02,3.902,66.33,0.1102,0.8174,95.04,8609,86534
45.33,150.39,4.158,72.75,0.1116,1.0,95.04,6122,83323
42.1,171.9,3.993,79.33,0.4019,0.6113,92.7,21551,56015
40.48,131.66,10.746,98.99,1.6596,0.2261,86.1,95279,632
41.63,180.76,6.618,94.5,0.8141,0.566,89.93,33742,22322
32.46,122.35,1.566,59.11,0.0803,0.9123,95.75,4964,86009
38.88,154.12,4.081,83.56,0.627,0.6571,92.19,35483,35367
42.99,165.11,9.998,94.11,1.3167,0.4527,88.25,60813,322
50.87,215.0,4.858,73.95,0.6546,0.8815,93.76,27329,33953
60.11,230.68,2.981,69.83,0.0829,1.0,94.73,2805,85637
49.94,192.67,14.668,104.72,2.3856,0.05,82.74,100000,0
24.1,105.3,3.223,64.68,0.1761,0.8331,96.67,14672,83063
10.95,40.07,5.584,75.7,0.3172,0.5051,93.48,51857,79653
46.94,215.32,2.473,76.11,0.0396,0.9317,94.42,1843,88411
37.39,177.6,6.082,70.35,0.733,0.7266,91.39,44324,25705
35.88,155.68,7.342,93.23,0.7824,0.2934,89.6,50671,70
18.82,68.36,2.86,69.73,0.0231,1.0,96.13,2547,89198
33.32,132.91,0.5,70.6,0.0019,1.0,94.91,137,89773
70.61,270.84,6.642,91.3,0.6072,0.8007,92.11,15055,36752
62.1,259.05,15.663,107.51,3.5019,0.3903,77.85,100000,502
22.86,137.04,6.057,66.42,0.6654,0.4224,92.69,72432,34782
38.96,130.39,10.946,90.32,1.7904,0.3849,86.2,80761,0
32.52,164.44,4.54,64.86,0.2831,0.8634,95.06,15826,77321
50.65,202.19,10.571,89.92,2.2057,0.374,85.19,100000,473
48.56,186.4,12.346,109.94,2.1578,0.2874,84.41,96308,0
82.77,303.9,6.076,92.13,0.2691,0.8177,92.32,6466,66856
69.96,260.15,7.723,99.47,1.0379,0.6474,88.54,34550,0
34.53,160.75,7.425,82.18,0.424,0.4244,91.75,32356,48697
30.96,105.79,7.443,82.0,0.8903,0.371,90.11,68908,0
48.03,178.34,4.928,87.2,0.3361,0.6866,92.43,15873,62392
48.01,207.3,10.005,99.71,1.6013,0.3527,87.22,64278,0
49.93,182.2,5.143,75.64,0.4882,0.8451,93.57,18076,55662
46.02,205.52,8.428,100.98,1.0982,0.3983,89.0,55695,165
38.9,138.57,6.877,84.79,0.6843,0.6107,90.75,34832,33269
63.97,240.17,9.076,87.6,1.0093,0.8023,90.93,29784,907
68.34,269.29,13.72,106.22,2.3019,0.432,83.28,71360,0
71.9,291.68,6.259,91.78,1.0333,0.8018,89.47,25162,422
39.41,144.66,1.893,66.34,0.1312,0.8515,95.82,7085,83202
52.64,213.43,5.043,82.74,0.3424,0.7886,93.36,12897,66841
28.55,136.82,6.472,86.87,0.5102,0.6192,91.93,44851,49449
60.81,253.0,9.188,92.41,0.7928,0.6003,90.51,25073,941
61.13,241.91,6.48,84.13,0.4566,0.8209,93.56,13569,55457
47.28,213.25,2.813,75.86,0.019,1.0,94.12,961,88806
20.1,78.1,1.005,60.0,0.0134,0.9726,96.76,1413,89752
15.32,62.54,5.593,92.84,0.2819,0.5126,91.57,45437,75882
35.94,170.19,5.37,79.87,0.5154,0.6288,93.09,30937,50286
63.59,231.73,8.313,102.5,1.1951,0.5079,88.16,35847,0
34.96,138.84,10.528,102.73,1.6473,0.2555,85.69,89344,0
58.34,246.28,6.55,90.63,0.837,0.6267,90.27,30476,0
76.92,302.69,14.276,107.32,2.5865,0.3909,81.44,64365,75
15.96,67.32,4.649,76.47,0.3439,0.6076,93.43,50064,74288
39.58,145.37,8.056,88.98,0.7205,0.465,89.99,40493,14533
74.3,307.07,6.738,94.45,0.3321,0.7969,91.62,9424,59201
46.89,164.95,6.275,88.62,0.441,0.6367,92.75,18940,54992
60.31,260.78,11.668,117.01,1.9526,0.2912,83.36,57538,0
66.39,262.69,6.402,85.96,0.9767,0.8504,90.65,26742,0
54.0,169.0,3.565,72.2,0.1763,0.9652,94.79,6902,79739
55.27,206.64,4.326,82.67,0.2473,1.0,93.48,7761,77432
50.19,164.21,13.317,106.56,1.7033,0.1614,85.31,82529,81
59.07,229.32,4.317,83.46,0.1119,0.7885,93.22,5059,80252
15.26,56.56,6.793,87.99,0.4422,0.3764,91.91,59467,68685
63.52,239.67,10.459,113.73,1.5556,0.3869,84.13,56678,0
78.36,298.75,6.404,89.82,0.1802,1.0,94.03,4056,78855
83.22,341.04,6.312,89.6,0.4587,0.9247,92.09,9937,51446
50.07,191.93,5.859,76.78,0.4194,0.706,93.28,17009,56404
40.49,165.0,4.673,81.19,0.2909,0.6628,93.99,17259,67202
48.79,172.11,4.444,71.27,0.154,0.8698,94.69,5641,83208
41.86,144.71,8.589,88.44,1.0911,0.4432,89.9,61286,71
50.43,199.31,4.324,78.6,0.0308,0.8722,94.74,1146,87651
46.75,182.61,2.683,76.44,0.0623,0.9078,94.12,3177,86886
55.95,232.21,11.396,97.52,1.5529,0.4128,86.67,61713,0
40.18,140.96,13.786,102.36,1.8014,0.1665,85.1,100000,1044
55.33,199.44,8.413,89.77,1.1398,0.5853,88.32,44718,0
51.25,157.58,6.187,78.86,0.2714,0.6292,93.51,11641,67315
47.5,184.62,3.921,74.44,0.2921,0.8108,93.02,12733,70680
47.1,189.78,5.102,72.65,0.2817,0.8133,94.02,14050,68872
24.57,79.58,4.537,81.64,0.5009,0.4692,92.48,54338,48719
43.18,172.18,5.536,82.81,0.2115,0.8252,94.39,12098,74670
42.55,206.19,3.478,79.55,0.3037,0.7345,94.09,17114,66519
40.93,136.04,4.7,89.7,0.3581,0.7496,92.0,15833,68899
30.12,117.3,7.426,88.5,0.5807,0.5136,92.03,40417,45501
33.6,107.21,6.603,81.49,0.5374,0.6075,93.35,29060,56590
8.0,40.0,2.633,56.21,0.0321,0.8656,97.63,9334,90183
48.26,178.44,6.097,87.33,0.3906,0.5378,93.93,17786,55157
53.91,239.48,6.877,95.61,0.1582,0.7065,92.52,7091,75949
34.28,106.08,3.586,74.67,0.0977,0.9289,93.71,4957,86851
29.78,114.39,6.059,80.56,0.2962,0.7454,93.32,24080,70735
