Load (kN),Torque (Nm),Vibration RMS (mm/s),Temperature (°C),Wear (mm),Lubrication Index,Efficiency (%),Cycles in Use,RUL (cycles)
66.51,304.6,3.556,73.32,0.0772,0.8904,96.3,3135,95696
56.79,234.75,2.25,60.69,0.0644,0.9837,97.23,2853,97563
43.46,168.06,3.707,66.38,0.1538,0.8136,97.31,9143,92358
50.57,176.56,6.726,86.11,0.8782,0.3905,91.48,62327,0
43.2,179.43,2.985,68.65,0.0579,0.958,97.23,4140,96793
62.46,248.09,6.769,86.08,0.8303,0.481,92.31,38189,459
80.38,329.66,3.759,83.95,0.0877,0.8026,95.06,3200,92867
36.94,151.09,3.755,58.54,0.372,0.8747,95.72,29276,79098
57.58,243.74,4.117,72.91,0.2539,0.8529,95.53,13205,82785
22.46,76.14,2.97,64.87,0.2951,0.5946,97.24,46665,81798
30.69,115.19,2.883,56.19,0.0782,0.9777,98.41,7985,96634
60.13,281.54,5.018,81.96,0.579,0.7011,93.24,30583,41186
48.73,199.46,2.911,62.97,0.152,0.9619,95.64,8063,93705
30.04,140.46,4.407,66.43,0.4122,0.6509,96.19,37517,76351
50.16,202.94,8.118,90.49,1.1145,0.5474,91.44,62068,644
65.82,271.3,1.809,68.82,0.0753,1.0,97.17,4068,94762
23.96,121.07,4.323,84.51,0.5597,0.5277,93.83,60431,67885
81.44,331.42,5.608,93.31,0.6716,0.7656,93.29,27011,19258
60.31,270.75,3.068,76.93,0.0825,0.8511,96.01,4078,94876
60.67,266.66,3.872,68.33,0.3957,0.7868,96.04,16734,72888
49.98,202.16,3.477,70.33,0.0971,0.9012,95.92,5261,94403
81.45,319.18,6.761,86.55,1.0788,0.7056,92.36,36154,373
67.32,298.32,5.946,91.76,0.8409,0.6711,91.56,42672,37
43.38,169.77,4.391,56.79,0.0547,1.0,97.32,3355,97205
63.63,261.43,5.916,89.34,0.411,0.677,92.72,21165,59174
36.8,143.75,6.257,79.96,0.5457,0.5188,93.97,50561,47351
44.96,154.41,8.683,84.52,1.2693,0.2832,91.12,82543,86
76.4,321.26,4.446,78.85,0.6266,0.8219,93.87,21617,44355
56.98,197.38,8.087,87.96,1.4984,0.4254,90.4,90040,745
61.91,272.45,6.318,81.78,0.3954,0.6951,92.93,23016,58847
71.05,311.42,4.323,79.61,0.3904,0.8543,93.76,15036,70601
59.87,249.2,7.932,87.37,1.0359,0.552,91.47,56556,0
35.4,124.02,3.954,61.17,0.1959,0.7628,96.6,20376,87011
79.9,346.52,4.067,87.51,0.4253,0.8177,93.22,19154,53549
59.29,174.92,5.183,74.05,0.3794,0.8449,94.56,20219,70288
60.56,254.14,9.407,89.48,1.2805,0.4547,91.15,56277,141
51.01,240.06,8.51,90.98,0.966,0.521,92.23,53503,0
69.99,300.03,4.618,80.61,0.357,0.8169,94.16,15501,70025
84.47,342.05,3.932,79.52,0.3574,0.993,94.67,12162,74775
43.24,157.72,3.433,81.63,0.2874,0.6752,94.88,20314,79208
69.18,340.01,5.049,87.14,0.588,0.6517,92.98,25513,36913
50.62,204.3,1.82,64.37,0.118,0.9522,96.7,8168,93320
14.03,54.77,4.136,67.64,0.2092,0.4633,95.9,47390,90214
24.73,93.42,3.955,63.64,0.1548,0.7588,96.97,19994,92822
57.64,223.0,4.399,79.33,0.24,0.8192,94.94,12196,83936
68.19,236.44,2.345,69.66,0.0697,1.0,96.25,3389,95942
60.96,244.09,3.253,76.81,0.1949,0.9499,95.38,8188,89078
63.84,266.2,12.017,93.13,2.1255,0.2464,86.91,89444,0
96.61,384.96,4.418,91.32,0.4033,0.9553,93.3,10920,69196
59.51,198.08,3.233,78.03,0.0943,1.0,95.05,5549,94102
45.23,194.95,4.228,80.12,0.243,0.7417,95.21,18523,82667
47.72,199.81,3.414,69.45,0.182,0.8562,95.67,11006,89995
79.43,363.31,3.611,66.24,0.0306,1.0,96.55,1074,98605
27.15,111.33,4.714,58.14,0.0901,0.8724,97.22,11709,95834
72.28,264.85,7.781,92.83,0.6764,0.4523,92.57,23565,25875
50.29,236.73,4.981,82.54,0.4607,0.585,93.62,24070,63881
35.03,173.38,4.797,77.86,0.1793,0.6325,96.06,13228,90593
23.9,72.72,3.857,54.12,0.1687,0.7782,97.4,17788,94506
76.65,332.39,13.799,103.0,2.5756,0.2925,85.05,100000,0
34.57,173.7,2.321,66.61,0.1373,0.8884,96.42,14213,91813
51.12,247.58,3.343,64.68,0.1302,0.9304,96.01,8961,91759
32.45,163.02,3.623,65.32,0.0938,0.8276,97.27,8370,95822
85.39,364.64,4.187,84.52,0.5847,0.7988,94.0,18362,44335
51.77,216.29,6.619,78.37,0.7692,0.5881,93.78,42754,21604
25.77,96.21,2.033,60.5,0.0566,0.8844,96.41,6920,97467
42.28,164.68,4.525,72.42,0.6086,0.7766,93.87,37064,60797
75.08,289.69,2.917,79.93,0.0189,0.9002,95.96,641,99262
32.42,145.46,2.787,60.26,0.1888,0.8388,96.16,16287,91294
43.49,179.01,5.631,80.39,0.7186,0.4898,92.77,44865,34220
71.37,291.45,4.165,77.66,0.3466,0.7388,94.91,12408,74553
56.16,232.9,5.361,81.39,0.4323,0.6287,94.37,24885,58675
28.05,139.89,0.745,72.58,0.063,0.9357,96.05,6882,97733
54.02,240.86,7.163,82.74,0.8152,0.4818,92.76,40643,13460
47.25,158.66,4.109,73.77,0.0297,0.8782,97.11,1611,99025
50.94,262.8,7.956,85.77,0.9247,0.5577,91.44,57426,239
67.04,304.08,3.057,69.27,0.1623,0.9419,96.98,6627,89934
54.33,218.27,6.701,79.94,1.1335,0.5444,92.11,62239,30
48.33,203.05,3.692,72.48,0.2246,0.8201,96.35,13040,87345
47.45,197.06,5.027,83.57,0.6099,0.6356,92.95,38478,44429
69.38,270.62,4.509,82.99,0.2304,0.8637,94.33,11536,80175
37.03,147.96,7.278,83.09,0.8056,0.3959,92.78,70906,9269
10.98,50.0,2.975,47.11,0.0128,0.9977,97.72,4062,99159
45.94,211.37,3.429,75.34,0.0941,0.8329,96.07,5899,94246
56.81,205.38,4.397,82.54,0.3902,0.733,93.95,20379,69125
42.51,165.52,3.025,57.11,0.0435,1.0,97.69,2565,98439
40.54,150.5,4.256,65.42,0.0806,0.8715,97.79,6544,95561
43.44,217.94,7.989,77.98,1.2977,0.4856,90.87,86347,5
49.56,224.03,10.836,90.78,1.6991,0.2714,89.21,100000,457
26.63,121.89,2.23,61.86,0.1346,0.9202,97.68,14161,95479
61.9,281.98,8.898,98.23,1.4441,0.3554,89.61,77030,0
10.0,50.0,3.442,63.93,0.0645,0.6231,96.85,23612,97072
59.72,247.81,3.315,69.26,0.2091,0.9464,97.04,9431,89020
55.64,231.15,5.649,88.08,0.598,0.6148,92.54,36360,33547
58.95,238.21,4.591,72.7,0.7224,0.7961,92.87,32268,40507
15.29,78.1,5.728,65.37,0.4404,0.3367,94.62,100000,71021
55.27,251.34,3.617,66.82,0.1811,0.8581,96.23,9238,89045
40.23,182.61,3.205,69.54,0.4967,0.7275,94.49,33448,67371
78.84,322.22,2.508,83.98,0.0381,0.8484,95.63,1603,96888
56.51,226.04,3.32,71.92,0.0742,0.9682,96.07,3619,96278
28.82,165.78,2.677,59.39,0.0011,1.0,96.9,118,99430
19.57,74.93,6.165,83.04,0.6908,0.2508,93.28,100000,48382
38.93,191.62,6.524,73.65,0.7529,0.5039,93.36,48626,38947
64.61,263.48,7.033,96.94,1.1125,0.4119,89.9,46355,509
70.74,289.76,5.339,67.64,0.5912,0.8806,95.01,21384,54427
53.27,232.39,3.765,78.71,0.1879,0.8762,95.23,10703,88398
51.44,246.65,3.537,65.6,0.0835,0.9691,96.55,4920,94846
44.02,192.64,2.972,58.67,0.131,0.9262,96.91,10051,92826
49.62,196.47,4.659,67.89,0.2549,0.8779,96.31,14147,85661
71.88,350.0,7.504,88.02,1.2061,0.644,91.12,42356,422
43.76,188.46,3.047,77.2,0.2876,0.836,95.36,23274,79558
61.86,255.14,3.226,70.4,0.0488,1.0,96.54,2420,97089
40.49,182.48,1.994,55.11,0.0075,0.9087,98.27,546,100086
68.24,265.82,3.659,72.61,0.0825,0.8961,95.42,3239,95487
60.42,269.97,4.026,78.44,0.3584,0.7808,95.65,15854,75234
67.5,262.64,9.14,88.79,1.7699,0.3026,89.46,81178,538
83.88,365.49,7.33,92.09,1.0003,0.7396,91.69,30434,739
10.0,73.88,2.341,73.52,0.1462,0.5155,95.74,48558,94221
63.57,249.35,4.529,79.47,0.3901,0.8499,94.79,18842,69198
58.44,247.9,4.071,77.16,0.2671,0.7756,95.16,13467,81116
58.05,250.93,3.516,61.76,0.0565,1.0,97.92,3442,96317
54.33,247.28,7.519,87.0,1.1592,0.4049,91.96,62608,0
54.32,238.47,6.26,82.63,0.7727,0.5371,92.17,45858,6733
56.05,237.18,3.088,72.35,0.1168,1.0,95.5,5522,94607
66.31,305.61,5.03,76.81,0.473,0.7794,94.54,21539,58034
64.87,276.99,7.149,72.71,0.4798,0.7489,94.2,20046,60434
49.55,195.0,3.99,67.62,0.5633,0.6866,93.83,29432,58480
46.63,173.88,9.925,96.07,1.1765,0.3452,90.88,87667,396
50.36,235.22,4.403,72.68,0.4278,0.6838,95.05,26009,64788
42.57,208.01,4.743,77.88,0.2658,0.6842,95.8,23310,76893
82.04,348.07,4.55,72.1,0.0348,0.9949,96.61,1549,96585
27.13,84.46,1.689,65.63,0.0177,0.8382,97.61,1949,98893
63.5,255.74,4.754,71.7,0.1165,0.7623,96.28,6224,91673
63.39,293.16,2.222,70.11,0.0216,0.9062,96.2,990,98871
40.45,180.9,5.207,72.88,0.51,0.6406,94.52,40802,57636
55.33,202.4,6.285,80.02,0.8504,0.6085,93.33,38548,20348
72.73,315.54,1.856,81.26,0.1189,1.0,95.53,4387,93252
44.06,184.03,4.832,88.0,0.7982,0.6445,92.32,54251,24863
73.61,326.9,3.205,77.38,0.1459,0.8617,94.63,5045,91372
70.13,285.78,4.073,85.69,0.2644,0.7651,94.42,10751,79777
37.22,182.92,4.35,62.4,0.0895,0.8022,96.9,8590,93532
30.05,121.26,1.398,58.74,0.1581,0.9441,96.5,13971,93923
52.98,163.32,3.975,63.76,0.1673,1.0,97.23,8818,92263
27.67,103.81,1.841,55.69,0.1644,0.8651,96.81,20139,92109
10.0,50.0,1.577,65.17,0.0539,0.8262,96.79,15697,98165
41.19,175.72,8.334,87.05,1.4214,0.2738,91.35,100000,90
89.14,364.69,4.047,82.98,0.0422,0.981,95.88,1727,95897
41.95,145.05,3.346,65.18,0.0579,0.9398,96.71,4601,97153
56.83,261.73,3.451,74.36,0.0342,0.9355,96.63,1628,97656
62.6,295.54,3.539,88.62,0.6134,0.725,92.37,29492,40514
49.26,187.96,3.722,59.85,0.0238,0.8966,97.39,1682,98281
43.99,202.2,7.625,74.42,0.9199,0.531,92.65,54317,12965
72.12,315.33,4.314,84.37,0.558,0.7608,93.71,21519,49410
50.72,188.0,2.421,74.24,0.3618,0.8466,94.16,22460,74312
48.36,210.55,3.661,67.27,0.399,0.8149,95.54,24738,72319
64.35,327.21,5.392,69.98,0.1241,0.8737,96.32,5619,91713
31.47,105.68,3.349,64.3,0.0619,0.8749,96.99,6608,96374
27.26,141.54,1.648,54.52,0.1139,0.96,97.38,11518,96262
20.75,86.35,2.708,65.04,0.2051,0.7351,96.48,27005,91404
60.22,247.36,2.231,77.18,0.1167,0.974,95.71,7076,91936
47.05,223.07,2.496,69.21,0.0686,0.9381,96.32,3710,96729
64.87,260.01,13.229,101.58,2.4913,0.1546,84.89,100000,0
50.92,215.64,2.176,64.69,0.0103,1.0,97.8,667,98930
25.32,103.74,4.823,78.9,0.3471,0.5358,94.45,48691,74676
43.6,163.62,4.235,77.13,0.738,0.6357,93.16,46540,37883
66.14,302.61,3.892,79.48,0.2436,0.9017,95.59,10581,83202
45.28,199.67,2.855,60.3,0.0704,1.0,97.08,4373,96066
71.36,345.14,3.701,71.6,0.1227,1.0,96.52,4722,93509
41.84,178.76,4.29,68.02,0.4717,0.5593,95.05,35863,58125
62.95,262.22,5.871,75.02,0.7441,0.6236,93.5,30884,27183
17.91,68.61,4.093,63.56,0.3042,0.5947,96.87,45801,86671
45.92,187.2,8.218,87.59,1.2354,0.3892,91.02,83169,1402
43.03,211.14,5.702,75.32,0.4604,0.545,94.68,35323,57373
24.84,93.05,2.76,51.09,0.0358,0.9969,97.76,5083,98768
70.01,303.19,3.223,74.6,0.18,0.9581,95.68,8369,87594
38.48,154.67,6.131,78.24,0.7584,0.4458,93.21,55392,28383
36.62,127.84,3.459,74.74,0.0823,1.0,95.54,7045,96357
73.42,314.89,5.64,83.67,0.0568,0.9037,94.99,2259,97212
52.91,191.27,5.174,83.5,0.5486,0.7322,92.99,36449,45206
64.04,273.9,3.951,84.95,0.3234,0.7601,95.03,15451,73038
19.35,72.16,6.617,75.82,0.4555,0.5083,94.83,75787,71758
35.63,141.81,4.801,92.52,0.3869,0.4523,93.53,31517,70367
87.56,365.21,4.319,84.13,0.0876,1.0,95.97,2843,94532
65.37,275.02,9.736,92.1,1.7905,0.4677,89.15,88613,1588
30.68,124.76,2.753,52.25,0.0825,0.9483,98.16,8975,95238
54.05,237.5,4.874,73.64,0.2321,0.7679,95.98,12339,84337
32.08,134.87,5.003,61.92,0.1818,0.8479,97.14,15438,92589
75.09,371.45,2.231,82.19,0.0432,0.8828,95.81,1577,97990
10.0,50.0,2.956,59.8,0.0754,0.7793,96.44,20586,97831
54.96,208.31,2.516,60.7,0.0617,0.9586,96.73,3948,95141
54.69,221.97,3.865,72.29,0.2948,0.8649,95.73,15373,81768
29.97,108.6,3.542,63.71,0.1053,0.8277,96.23,12956,93749
45.08,213.34,6.98,82.82,0.7296,0.4481,93.69,44463,28532
56.76,273.37,5.758,87.97,0.8385,0.5748,91.51,48763,0
17.99,67.55,2.885,54.73,0.0341,0.8967,97.62,4996,98852
26.97,123.56,4.291,65.2,0.1362,0.7198,97.41,13697,93473
47.21,206.47,2.576,72.44,0.1991,0.835,95.96,14021,86456
35.0,137.91,3.813,51.36,0.0625,1.0,97.71,4925,98278
41.66,187.34,6.43,76.83,0.7712,0.5909,92.9,48052,36975
49.64,225.07,6.352,73.96,0.7133,0.6088,93.64,36851,39717
33.61,107.8,1.487,55.58,0.0841,0.9347,98.14,6336,96976
49.52,184.39,3.649,69.53,0.2046,0.9177,95.98,13705,86941
55.36,226.69,3.281,63.57,0.0502,0.8365,96.92,3355,96581
64.02,262.47,5.93,87.6,0.7501,0.7224,91.96,29683,34134
27.58,117.38,1.574,63.46,0.0303,0.8858,95.95,3882,99332
38.69,144.11,7.938,83.59,1.281,0.2961,91.54,100000,0
60.59,233.69,5.662,80.98,1.0018,0.7346,93.17,45517,176
23.32,90.73,1.69,51.7,0.0997,0.9776,98.42,14841,97035
51.91,194.68,4.6,69.56,0.5274,0.7099,94.83,25923,61859
50.51,236.04,9.018,79.0,1.3419,0.4824,91.57,72689,0
10.0,62.81,3.463,54.07,0.0933,0.6529,97.54,24230,98519
41.1,184.83,2.055,65.65,0.0864,0.9588,96.43,5753,96339
55.95,255.4,5.687,67.24,0.2671,0.8068,96.3,14278,81275
46.19,185.41,7.494,75.99,0.8164,0.5513,93.9,55573,10299
41.46,165.37,4.014,74.38,0.453,0.6038,94.42,31003,66684
52.81,229.84,4.82,75.35,0.547,0.6882,94.77,31557,50748
67.8,300.27,8.9,91.8,1.4902,0.5444,90.4,60482,468
59.68,257.87,8.766,108.22,1.1275,0.2772,89.64,67322,269
36.39,158.71,5.324,80.47,0.753,0.5144,93.75,75694,14492
23.74,106.72,1.402,57.12,0.0228,0.927,97.7,2990,98819
59.35,268.73,5.59,87.42,0.4099,0.599,93.81,23566,56155
28.8,142.78,2.978,79.64,0.4545,0.6504,95.06,40471,75173
40.5,165.41,6.979,71.38,0.4757,0.4972,94.12,42432,51427
53.62,237.73,5.406,80.14,0.4248,0.5867,93.69,27997,54808
70.64,254.31,4.723,87.84,0.125,0.8227,94.64,5474,91014
73.14,274.03,7.46,85.42,1.0718,0.5698,91.13,47899,288
51.09,207.57,5.569,76.35,0.6658,0.6258,92.75,38201,37272
40.83,158.74,1.698,54.04,0.0411,0.9776,97.65,2702,97899
28.39,154.29,4.028,49.89,0.1553,0.7735,98.33,18698,91182
85.26,352.15,4.121,86.53,0.148,0.8816,94.97,5734,88256
44.78,195.52,2.556,59.94,0.1592,0.9099,97.08,12351,89168
62.2,265.46,1.932,73.83,0.0096,1.0,96.89,547,98934
53.54,196.77,5.37,74.56,0.2444,0.6777,95.64,15341,79485
41.08,178.33,3.863,70.67,0.3119,0.706,95.22,23947,77775
40.32,169.99,5.314,77.96,0.3996,0.5741,95.0,28995,70785
25.1,136.73,2.966,69.44,0.2268,0.6997,96.02,32674,85921
70.2,283.78,7.613,95.48,1.3585,0.5567,89.72,54290,100
47.83,213.33,4.26,65.24,0.0955,0.7852,96.05,7280,92959
75.73,329.67,3.552,71.99,0.1014,0.9126,96.2,3851,93257
41.92,159.16,7.336,94.51,0.9019,0.4426,91.21,57223,10889
44.64,140.54,3.153,73.19,0.0778,0.9474,96.45,5110,95757
29.6,125.05,7.544,77.15,1.1759,0.3961,91.96,100000,1090
44.39,211.41,6.444,74.36,0.7846,0.4567,94.25,55457,11201
27.68,122.45,3.503,54.72,0.206,0.8882,97.01,20847,91960
57.25,258.72,10.792,95.37,1.6253,0.278,89.32,100000,345
51.94,205.49,2.774,76.11,0.0582,0.8818,94.85,3074,96722
76.55,336.91,4.437,75.07,0.2332,0.8583,94.81,10832,78536
23.76,63.77,4.722,55.68,0.2649,0.7462,97.42,30502,87655
71.89,313.5,5.883,91.16,0.3176,0.7391,93.35,12924,73044
32.39,102.85,8.023,81.19,1.0152,0.4197,91.81,79088,9476
56.2,247.97,2.355,63.87,0.0362,0.8933,97.43,2036,98285
29.38,112.22,3.27,60.54,0.2583,0.8189,96.01,23916,88618
53.65,242.27,6.871,83.9,0.5026,0.7614,94.19,26811,60881
10.0,50.0,3.022,58.46,0.0908,0.6254,96.82,31729,96448
37.93,181.27,2.556,66.59,0.1284,0.9438,96.5,8858,94877
51.91,226.72,3.001,66.94,0.2231,0.9055,96.12,13603,85926
81.6,344.49,10.729,103.83,1.6098,0.4774,88.83,55676,0
11.7,72.83,3.991,55.97,0.0233,0.8771,98.34,6505,98739
49.96,218.78,7.423,79.28,1.0441,0.5328,91.62,52611,0
40.66,205.56,4.346,77.08,0.3712,0.6685,94.59,24811,76853
15.51,64.48,3.273,59.83,0.2352,0.6327,95.87,43088,90080
29.75,120.76,3.678,76.45,0.3645,0.6985,94.93,37512,78163
41.52,156.42,2.989,64.82,0.1065,0.9226,97.09,6977,95363
58.41,234.18,5.831,82.19,0.5788,0.679,93.31,25236,53132
51.58,211.87,7.362,88.08,1.2427,0.4817,91.62,60686,23
26.38,96.96,2.876,60.01,0.1729,0.7058,96.1,16975,92447
16.99,84.12,5.547,73.27,0.5635,0.2967,94.39,100000,63453
57.52,216.45,5.578,75.47,0.3986,0.9159,95.05,18056,76625
46.49,177.91,2.601,65.78,0.0663,0.9776,97.52,4622,96388
79.01,289.17,5.697,92.23,0.371,0.7312,94.06,14801,62922
43.65,169.54,9.063,83.62,1.4033,0.3761,91.13,90911,0
70.58,320.78,3.351,80.91,0.3021,0.7908,94.96,11558,77274
59.79,240.82,8.349,86.43,1.406,0.4154,90.36,60771,0
64.79,255.33,10.282,101.07,1.5467,0.3847,89.31,63922,0
57.78,227.78,5.239,77.59,0.2322,0.8104,95.04,12932,83206
58.18,251.36,4.002,75.1,0.0523,0.9337,95.96,2608,97906
10.0,67.55,3.543,63.08,0.1194,0.5589,96.34,38681,95459
45.74,209.57,3.254,79.39,0.1776,0.8301,95.37,11198,90761
38.05,133.36,4.255,61.96,0.4818,0.6048,95.82,45825,55750
72.87,333.94,4.845,72.57,0.414,0.8189,94.9,17537,62811
31.97,154.62,2.421,74.24,0.1923,0.7645,94.91,19923,88922
44.95,198.24,7.128,89.1,0.6585,0.5672,93.23,45140,35804
64.42,247.9,3.313,65.05,0.3711,0.9907,96.12,14456,78371
55.42,214.68,3.65,76.72,0.3227,0.7276,94.78,17563,74600
53.01,207.31,5.078,72.33,0.2866,0.8512,94.69,14157,83184
69.97,283.13,4.196,85.27,0.2895,0.8093,94.38,13735,74581
54.68,233.51,6.089,75.36,0.3346,0.7214,94.38,22393,68180
40.19,114.23,6.158,74.32,0.5866,0.4398,94.43,49633,38561
26.67,86.34,3.668,66.17,0.1209,0.8022,96.22,13472,94784
58.76,242.2,4.449,74.43,0.4079,0.7705,95.22,22286,65775
36.14,171.49,5.24,73.56,0.4088,0.5914,95.21,33326,71228
45.66,185.64,4.335,75.43,0.1657,0.7527,95.55,9418,90609
69.41,295.26,2.363,65.43,0.2005,0.935,96.3,9752,84463
46.02,215.25,9.206,81.25,1.287,0.2688,91.5,81277,0
42.0,160.48,5.68,75.62,0.5113,0.7689,95.05,38570,60648
44.97,168.68,4.792,77.45,0.3667,0.8129,95.31,25825,74300
45.45,168.79,4.61,67.91,0.4539,0.7474,95.69,31300,64257
32.16,129.51,2.209,62.41,0.0103,1.0,96.98,892,99019
80.19,323.78,6.826,86.3,0.6771,0.6759,93.15,28878,7571
40.11,201.7,3.722,62.61,0.249,0.845,96.53,21370,83108
64.12,274.17,6.255,79.23,0.4564,0.79,94.03,23673,55822
31.67,146.48,3.094,67.02,0.1628,0.8273,96.58,13362,93050
59.89,234.45,3.137,71.71,0.0569,0.8506,96.95,2550,97057
53.05,221.82,3.18,66.78,0.1322,0.8802,96.17,6446,93101
50.45,205.75,10.045,83.85,1.7732,0.4494,89.51,90322,0
53.15,227.05,3.037,59.12,0.2959,0.9595,97.08,15763,82876
57.49,249.09,5.173,77.57,0.4118,0.7982,93.88,18859,72340
45.92,185.77,2.504,58.56,0.0295,0.9431,97.6,1624,98416
46.81,192.45,2.953,65.74,0.0204,0.9724,97.08,1149,99214
60.39,276.23,6.142,86.69,0.7424,0.6507,91.78,37888,17495
29.44,105.34,5.053,72.49,0.221,0.7173,95.65,23172,87830
26.67,126.41,3.944,66.6,0.1889,0.6808,96.96,21321,90734
53.22,229.34,3.801,67.82,0.1372,0.9092,96.85,8357,91154
13.82,73.04,3.18,72.7,0.1965,0.5799,94.91,40965,92872
19.71,76.53,2.921,58.02,0.0371,0.9887,97.91,5526,98564
82.49,367.14,3.659,95.02,0.1773,0.8233,94.55,6319,86499
77.89,314.39,5.571,81.52,0.4495,0.8128,94.47,18525,55954
39.73,176.87,3.77,54.91,0.1239,0.9796,97.76,10118,93923
67.99,295.49,4.067,72.34,0.1975,0.8522,96.36,8529,85842
68.61,291.28,5.043,88.04,0.7669,0.6188,91.32,31089,15039
58.48,266.14,4.539,74.01,0.6364,0.6712,94.72,31578,38736
48.58,226.13,7.43,77.69,0.8472,0.5135,93.42,52206,4807
61.28,271.04,3.614,78.27,0.3766,0.8149,94.64,16224,73949
64.36,305.85,2.622,65.83,0.0476,0.9421,97.02,2277,97420
61.56,250.53,3.483,74.92,0.1985,0.8538,95.45,9592,87098
22.11,87.52,5.5,71.72,0.8505,0.3917,94.88,100000,39335
86.6,369.41,7.135,93.7,0.7115,0.6293,91.95,27209,0
93.26,388.19,7.417,85.48,1.1696,0.6899,90.95,37109,338
15.63,58.37,1.77,45.58,0.0013,1.0,98.38,222,98814
59.2,219.31,5.247,79.56,0.4913,0.6916,94.39,21907,61211
86.82,380.23,3.716,76.86,0.028,0.9223,96.03,1148,97653
68.04,283.6,5.038,75.94,0.5805,0.723,93.96,25265,42240
68.23,285.44,10.412,104.09,1.6843,0.3945,88.04,76062,0
24.11,80.89,8.308,79.81,0.6472,0.2328,93.76,100000,31107
64.24,261.98,5.05,76.26,0.5462,0.7067,94.68,23332,52360
54.31,232.82,2.786,76.72,0.3315,0.7429,94.79,18386,75087
64.04,244.86,10.203,88.12,1.6329,0.3629,89.71,87022,763
31.36,128.36,4.847,68.39,0.3672,0.7054,95.92,33590,78471
30.71,120.3,0.5,60.72,0.0167,0.9721,96.95,2013,99710
47.43,197.15,3.635,77.8,0.3527,0.7358,94.65,18805,78229
43.17,177.73,3.065,68.09,0.1206,0.9278,95.73,8243,94333
47.17,171.18,3.268,71.57,0.2758,0.9234,95.03,19035,83134
41.37,190.72,3.499,70.41,0.3002,0.7526,96.3,18235,84059
46.38,145.51,4.035,70.74,0.4299,0.7027,95.14,26179,68110
38.01,163.92,4.586,72.28,0.1776,0.8064,96.26,13238,91234
49.13,227.15,3.504,63.96,0.0896,1.0,96.63,5384,95657
24.38,100.7,2.751,66.1,0.1779,0.7656,97.11,21018,91860
59.25,221.31,8.98,85.23,1.2005,0.3534,91.42,53195,0
54.69,245.48,5.462,79.14,0.7102,0.6133,93.61,32720,37850
27.29,82.34,3.4,58.47,0.1113,0.814,96.94,12391,94894
73.87,303.54,11.982,94.92,2.4125,0.383,86.7,82243,122
35.12,170.24,6.846,82.41,0.753,0.4051,92.28,72983,16868
71.4,297.66,3.328,81.85,0.1602,0.8485,93.83,7047,88133
55.93,235.32,2.516,69.16,0.0255,0.9758,95.94,1206,99526
68.01,310.28,8.269,85.27,1.0428,0.5896,92.17,40564,23
53.17,192.94,8.478,81.91,0.7899,0.568,94.77,52740,0
60.2,253.83,10.911,100.68,1.8742,0.2995,87.17,100000,0
67.81,284.94,8.981,95.33,1.4964,0.3673,89.42,66174,1077
84.33,338.77,6.723,84.34,0.7866,0.6067,92.97,27529,821
69.34,278.79,5.754,78.18,0.4911,0.7411,94.78,22654,50919
58.07,263.95,4.406,69.21,0.0177,0.8697,96.89,847,99844
25.73,70.88,3.23,62.5,0.0611,0.9407,97.21,8497,96329
10.0,50.0,2.916,51.2,0.0641,0.8337,97.23,18464,98742
47.65,186.05,5.087,67.96,0.5072,0.8149,95.41,29707,64596
37.14,159.82,4.825,66.69,0.2686,0.7744,95.9,24443,82511
37.8,148.21,4.964,73.22,0.4143,0.6099,96.08,40718,63396
48.52,207.25,4.476,71.57,0.1531,0.8241,96.37,9845,89839
61.93,258.95,5.55,72.85,0.5097,0.6878,94.73,24969,51462
38.82,163.76,3.484,62.44,0.0423,0.9613,97.06,2768,98976
66.11,275.55,4.23,82.08,0.3994,0.7563,94.28,16016,69133
50.6,214.44,5.708,85.78,0.6019,0.4325,93.46,41608,25415
50.68,216.97,6.122,73.82,0.6983,0.7014,94.22,35466,44218
83.75,353.02,13.147,99.3,2.4709,0.2557,84.47,100000,0
53.21,219.66,4.17,73.71,0.1977,0.8777,95.79,9767,89231
49.03,226.1,4.48,69.54,0.2963,0.7742,96.32,20686,77294
59.43,231.01,6.004,60.8,0.2342,0.9649,96.64,11993,85589
82.35,389.17,6.584,78.59,0.471,0.6285,94.31,17427,46289
49.16,188.94,7.417,84.77,1.0172,0.4374,92.06,58337,0
57.92,233.59,5.595,80.31,0.6471,0.703,93.73,34580,36282
48.05,165.29,6.875,76.12,0.9802,0.5021,92.82,64224,0
48.15,196.15,3.549,75.38,0.0881,0.8394,95.9,6826,94029
41.18,190.57,7.292,80.55,0.8299,0.5044,92.12,61992,12615
39.92,148.44,3.357,67.5,0.0292,0.8387,96.51,1849,99340
80.53,365.54,8.459,88.38,1.6052,0.5019,89.62,65839,242
40.03,164.62,4.699,63.58,0.1534,0.8146,96.89,11973,91529
22.27,65.28,1.534,49.65,0.0723,0.9864,97.43,11332,96619
52.26,202.8,2.788,70.18,0.3087,0.8447,95.92,21529,74503
68.32,296.34,10.085,92.57,1.593,0.4167,88.22,84749,806
72.37,293.28,3.047,73.51,0.0383,1.0,96.39,1469,97345
28.5,151.88,4.421,71.13,0.1049,0.7612,95.81,13027,94310
70.03,280.25,8.234,99.49,1.5326,0.4685,89.14,58258,0
87.06,363.42,5.769,79.63,0.4453,0.8697,95.27,15128,59109
